npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_city,nppes_provider_state,specialty_description,description_flag,drug_name,generic_name,bene_count,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost,bene_count_ge65,bene_count_ge65_suppress_flag,total_claim_count_ge65,ge65_suppress_flag,total_30_day_fill_count_ge65,total_day_supply_ge65,total_drug_cost_ge65,years_of_exp
-1551577190,PEWITT,CHARLES,JACKSON,MO,Family Practice,S,ALFUZOSIN HCL ER,ALFUZOSIN HCL,"",13,15.0,450,171.38,"",*,13,"",15.0,450,171.38,= 53.0
-1359838412,PERRYMAN,JOHN,KANSAS CITY,MO,Internal Medicine,S,AMLODIPINE-VALSARTAN,AMLODIPINE/VALSARTAN,"",14,40.0,1200,1124.27,"",*,14,"",40.0,1200,1124.27,= 34.0
-1581040888,VARGAS,MICHAEL,TEMECULA,CA,Cardiovascular Disease (Cardiology),S,TOPROL XL,METOPROLOL SUCCINATE,"",13,36.0,1080,990.63,"",*,13,"",36.0,1080,990.63,= 35.0
-1652842846,HULL,BRYAN,GRAND RAPIDS,MI,Internal Medicine,S,BENAZEPRIL HCL,BENAZEPRIL HCL,"",11,33.0,990,146.74,"",*,"",*,"","","",= 41.0
-1299228244,HEMBERG,ERIC,OPELIKA,AL,Family Practice,S,MINOXIDIL,MINOXIDIL,"",20,31.9,957,702.42,"",*,20,"",31.9,957,702.42,= 42.0
-1895956480,DOGUET,SARA,JENNINGS,LA,Family Practice,S,CLONAZEPAM,CLONAZEPAM,"",22,22.0,660,100.28,"",*,"",*,"","","",= 54.0
-1591074470,SADOWSKI,EDMUND,GARFIELD HEIGHTS,OH,Emergency Medicine,S,METHYLPREDNISOLONE,METHYLPREDNISOLONE,16,17,21.0,270,506.0,"",#,"",#,"","","",= 43.0
-1379684561,FRANCONERI,JASON,BELCHERTOWN,MA,Physician Assistant,S,OXYBUTYNIN CHLORIDE ER,OXYBUTYNIN CHLORIDE,"",19,19.0,570,558.58,"",*,"",*,"","","",= 43.0
-1480041409,COLEMAN,GREGORY,MIAMI,FL,Internal Medicine,S,TIZANIDINE HCL,TIZANIDINE HCL,"",17,25.0,503,143.26,0,"",0,"",0.0,0,0.0,= 51.0
-1299140812,WALLACE,DANYALE,CHICAGO,IL,Emergency Medicine,S,ONDANSETRON ODT,ONDANSETRON,23,23,23.0,162,274.95,"",#,"",#,"","","",= 44.0
-1783149808,YOUNG,MATTHEW,ASHEVILLE,NC,Urology,S,RAPAFLO,SILODOSIN,"",15,23.0,690,4674.91,"",#,"",#,"","","",= 51.0
2096709605,CASTRO,JONATHAN,CORNWALL,NY,Endocrinology,S,EASY COMFORT PEN NEEDLES,"PEN NEEDLE, DIABETIC",22,92,119.4,3471,4761.87,"",*,36,"",48.7,1461,1922.81,= 51.0
-1682154494,HARRELL,FRANK,LOUISVILLE,KY,Family Practice,S,HYDROXYZINE HCL,HYDROXYZINE HCL,"",15,15.2,350,254.38,0,"",0,"",0.0,0,0.0,= 54.0
-1460856453,VILLANUEVA,ELMO,ROCKY HILL,CT,Internal Medicine,S,LIDOCAINE,LIDOCAINE,"",15,15.0,311,2776.31,"",#,"",#,"","","",= 55.0
2107886905,FISHER,RAYMOND,CHICAGO,IL,Cardiovascular Disease (Cardiology),S,ZETIA,EZETIMIBE,17,62,128.0,3820,33619.4,"",#,"",#,"","","",= 34.0
2137273520,PENA-DE LA VEGA,LOURDES,MANATI,PR,Nephrology,S,METOLAZONE,METOLAZONE,11,44,46.0,1380,1991.53,"",#,"",#,"","","",= 42.0
-2056795550,STUDEMEISTER,ALEX,SAN JOSE,CA,Infectious Disease,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,"",17,17.2,446,365.56,"",*,17,"",17.2,446,365.56,= 31.0
-1511363292,FEGAN,SHANNON,MC CONNELLSBURG,PA,Family Practice,S,ALPRAZOLAM,ALPRAZOLAM,18,39,49.0,1431,222.35,"",#,"",#,"","","",= 31.0
-1935544821,SHEIKH,MUSTAQ,NORWICH,NY,Geriatric Medicine,S,VENLAFAXINE HCL,VENLAFAXINE HCL,"",12,12.0,360,307.95,"",*,"",*,"","","",= 43.0
-1521464585,MILLSAPS,TONYA,TAYLORSVILLE,NC,Physician Assistant,S,MECLIZINE HCL,MECLIZINE HCL,"",40,46.0,680,539.14,"",#,"",#,"","","",= 36.0
-1581000395,VERMA,SUNIL,WARWICK,RI,Internal Medicine,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,11,103,103.0,2476,714.71,11,"",103,"",103.0,2476,714.71,= 53.0
-1703206052,CZARNECKI,STANLEY,NORWICH,NY,Internal Medicine,S,AZITHROMYCIN,AZITHROMYCIN,27,27,27.0,134,188.54,"",#,"",#,"","","",= 36.0
-1632655484,CAREY,MARC,PORTLAND,OR,Family Practice,S,OMEPRAZOLE,OMEPRAZOLE,"",47,72.3,2168,506.51,"",*,25,"",44.0,1320,313.65,= 53.0
-1632203292,CALTAGIRONE,RAISA,EAST NORRITON,PA,Physician Assistant,S,PROAIR HFA,ALBUTEROL SULFATE,"",13,13.9,335,802.29,"",#,"",#,"","","",= 45.0
-1430526871,YACOB,NASIM,ZEELAND,MI,Internal Medicine,S,OLANZAPINE,OLANZAPINE,"",21,39.0,1170,580.16,"",#,"",#,"","","",= 50.0
-1450724842,SCHOONOVER,YVONNE,ROCKFORD,IL,Nurse Practitioner,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,69,366,525.0,15750,1725.43,46,"",258,"",367.0,11010,1397.16,= 48.0
2117049377,STAUTER,ERINN,DENVER,CO,Psychiatry,S,BUPROPION XL,BUPROPION HCL,"",43,49.0,1435,1076.48,"",*,"",*,"","","",= 39.0
2016946782,SERIN,CRAIG,WILTON,CT,Internal Medicine,S,FENOFIBRATE,FENOFIBRATE NANOCRYSTALLIZED,"",21,61.0,1830,1801.35,"",*,21,"",61.0,1830,1801.35,= 53.0
-1662938511,MANIGAT,MARC,WRENTHAM,MA,General Practice,S,PERPHENAZINE,PERPHENAZINE,"",24,24.0,712,3891.24,"",*,12,"",12.0,356,1006.56,= 38.0
-1501023022,ASNANI,AARTI,BOSTON,MA,Cardiovascular Disease (Cardiology),S,LISINOPRIL,LISINOPRIL,"",22,36.0,1080,95.99,"",*,22,"",36.0,1080,95.99,= 39.0
2056319552,ACKER,CHRISTOPHER,RICHMOND,VA,Nephrology,S,MINOXIDIL,MINOXIDIL,"",31,41.0,1230,591.7,"",#,"",#,"","","",= 51.0
-1622498339,BRENNEMAN,DOUGLAS,BROGUE,PA,Family Practice,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,36,193,329.0,9859,1160.83,"",#,165,"",283.0,8479,1036.86,= 53.0
-1763892309,NORRIS,ROBERT,AUSTIN,TX,Family Practice,S,RALOXIFENE HCL,RALOXIFENE HCL,"",27,35.0,1050,2955.41,"",*,27,"",35.0,1050,2955.41,= 47.0
-1682151532,LANTIN,CHRISTINE,CHICAGO,IL,Physician Assistant,S,SERTRALINE HCL,SERTRALINE HCL,"",17,24.0,720,195.32,"",*,"",*,"","","",= 46.0
2107208480,GRUPE,KRISTY,PHOENIX,AZ,Nurse Practitioner,S,TRAZODONE HCL,TRAZODONE HCL,20,60,60.0,1777,919.09,"",*,"",*,"","","",= 41.0
-1996242811,CUMMIN,DAVID,LOGAN,OH,Family Practice,S,DULOXETINE HCL,DULOXETINE HCL,38,201,259.0,7710,17980.23,"",#,170,"",228.0,6840,15329.68,= 35.0
-1884092310,HARLAN,MARY,KNOXVILLE,TN,Nurse Practitioner,S,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,"",13,15.0,446,132.36,0,"",0,"",0.0,0,0.0,= 37.0
2117915884,BADIKA,NDOFUNSU,CHARLOTTE,NC,Internal Medicine,S,MELOXICAM,MELOXICAM,36,147,153.0,4540,542.1,17,"",62,"",68.0,2040,233.66,= 52.0
-1763678610,SUSAC-PAVIC,STELA,NORTH CHARLESTON,SC,Family Practice,S,ATENOLOL,ATENOLOL,"",42,52.0,1467,348.44,"",#,"",#,"","","",= 43.0
-1299023751,BHANDARKAR,NITHIN,PITTSBURGH,PA,Internal Medicine,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,"",29,38.0,1073,228.04,"",*,17,"",26.0,737,156.04,= 31.0
-1511361643,TERRY,BRUCE,WAYNE,PA,Dentist,T,AMOXICILLIN,AMOXICILLIN,77,95,95.0,662,422.17,"",#,"",#,"","","",= 49.0
-1329473957,MERKLER,MICHAEL,SANDUSKY,MI,Family Practice,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,21,79,191.0,5730,573.41,"",#,62,"",164.0,4920,507.27,= 53.0
-1359808506,ONG,MANUEL,CARTHAGE,MS,Internal Medicine,S,LYRICA,PREGABALIN,19,106,118.0,3191,34937.03,"",#,76,"",88.0,2307,24591.93,= 49.0
-1501043771,MYERS,PERCY,ANNA,IL,Anesthesiology,S,GLYCOPYRROLATE,GLYCOPYRROLATE,"",24,24.0,659,740.5,0,"",0,"",0.0,0,0.0,= 34.0
2127077782,AUGELLI-HODOR,LINDA,BETHLEHEM,PA,Internal Medicine,S,LITHIUM CARBONATE,LITHIUM CARBONATE,"",18,26.0,543,99.88,"",*,"",*,"","","",= 48.0
2127088673,LEACH,STEPHEN,WILLIMANTIC,CT,Internal Medicine,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,"",15,15.0,450,260.72,"",*,15,"",15.0,450,260.72,= 42.0
-1884066497,CROSSWELL,JAMES,BEAUFORT,NC,Family Practice,S,LANTUS,"INSULIN GLARGINE,HUM.REC.ANLOG","",36,36.3,1035,15321.67,"",#,"",#,"","","",= 36.0
-2127454326,JOHNSON,STEVEN,AURORA,CO,Infectious Disease,S,CARISOPRODOL,CARISOPRODOL,"",21,21.0,630,137.22,0,"",0,"",0.0,0,0.0,= 42.0
-1299878971,COOPER,MELISSA,MERRILLVILLE,IN,Physician Assistant,S,IBUPROFEN,IBUPROFEN,18,18,18.0,168,82.79,"",#,"",#,"","","",= 42.0
-1349762323,WELCH,J,FORT WORTH,TX,Family Practice,S,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,21,31,35.5,946,2197.53,21,"",31,"",35.5,946,2197.53,= 37.0
-1420280891,DETAR NEWBERT,LEANNE,BASEHOR,KS,Family Practice,S,SIMVASTATIN,SIMVASTATIN,26,92,230.0,6900,736.43,"",#,64,"",160.0,4800,452.55,= 43.0
-1693210624,SINGH,PARMINDER,MARION,OH,Internal Medicine,S,TRIHEXYPHENIDYL HCL,TRIHEXYPHENIDYL HCL,"",14,14.0,392,205.04,"",*,14,"",14.0,392,205.04,= 34.0
-2066712042,JOHNSON,SAMUEL,MARIETTA,GA,Nephrology,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,12,52,96.0,2880,1109.9,12,"",52,"",96.0,2880,1109.9,= 34.0
-1713318400,DJEN,SIMON,NEW YORK,NY,Family Practice,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,"",18,36.0,1080,855.82,"",#,"",#,"","","",= 32.0
2046304406,LIANG,KEITH,SACRAMENTO,CA,Ophthalmology,S,VALACYCLOVIR,VALACYCLOVIR HCL,"",20,20.5,306,413.84,"",*,20,"",20.5,306,413.84,= 43.0
2066405283,SUTARIA,PERRY,MORRISTOWN,NJ,Urology,S,NITROFURANTOIN MONO-MACRO,NITROFURANTOIN MONOHYD/M-CRYST,40,53,53.0,420,1584.34,"",#,"",#,"","","",= 50.0
-1794919735,JOSHI,JAY,MUNSTER,IN,General Practice,S,CARTIA XT,DILTIAZEM HCL,"",14,14.0,386,274.09,"",*,14,"",14.0,386,274.09,= 45.0
-2066758095,NASSIF,GEORGE,CLINTON TWP,MI,Geriatric Medicine,S,DULOXETINE HCL,DULOXETINE HCL,40,249,271.1,7843,17594.22,"",#,218,"",240.0,6911,16549.03,= 50.0
-1733269003,FARAR,DALLIN,YUMA,AZ,Physician Assistant,S,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,146,280,280.5,8235,18166.77,74,"",130,"",130.5,3795,8760.21,= 49.0
-2066867819,WILLIAMS,WALTER,CORVALLIS,OR,Family Practice,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,12,98,108.0,3129,1104.56,"",*,45,"",47.0,1410,354.8,= 51.0
-1753515097,LUNDQUIST-SMITH,LAYLA,PENSACOLA,FL,Family Practice,S,CLONIDINE HCL,CLONIDINE HCL,"",39,59.0,1770,293.44,"",#,"",#,"","","",= 36.0
-1359780612,OLENEK,CHRISTOPHER,VERO BEACH,FL,Family Practice,S,FAMCICLOVIR,FAMCICLOVIR,13,18,20.0,233,812.65,13,"",18,"",20.0,233,812.65,= 40.0
-1814079485,ERVIN,ALISON,JAMESTOWN,NC,Physician Assistant,S,INVOKANA,CANAGLIFLOZIN,"",11,11.0,330,4296.84,0,"",0,"",0.0,0,0.0,= 53.0
-1420387217,GILBERG,RONALD,HUDSON,FL,Internal Medicine,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,34,53,53.0,438,1190.24,23,"",33,"",33.0,259,537.44,= 48.0
-1693169943,HOGG,SUSAN,LANCASTER,PA,Family Practice,S,TOLTERODINE TARTRATE ER,TOLTERODINE TARTRATE,"",22,30.0,900,5366.24,"",#,"",#,"","","",= 44.0
-1349757556,JOSH,SANJIV,SYLVANIA,OH,Family Practice,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,"",23,48.2,1436,216.13,"",*,23,"",48.2,1436,216.13,= 43.0
-1874925967,PAY,ADRIAN,PAMPA,TX,Internal Medicine,S,SPIRIVA,TIOTROPIUM BROMIDE,"",49,59.0,1770,19583.36,"",#,"",#,"","","",= 35.0
-2066827674,LOUISVILLE,TOMMY,WINTER HAVEN,FL,Emergency Medicine,S,LEVOFLOXACIN,LEVOFLOXACIN,14,16,16.0,133,142.53,"",#,"",#,"","","",= 32.0
-1884117044,ULRICH,RUSSELL,PIEDMONT,AL,Family Practice,S,METOLAZONE,METOLAZONE,16,47,60.3,1774,1628.64,"",#,"",#,"","","",= 31.0
-2097906919,CASEY,STEFANIE,WENATCHEE,WA,Nurse Practitioner,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,"",29,29.6,839,322.9,"",*,29,"",29.6,839,322.9,= 42.0
-1996264658,MCCOY,HARRY,CHRISTIANSBURG,VA,Medical Oncology,S,PROMETHAZINE HCL,PROMETHAZINE HCL,11,13,13.0,82,94.11,"",*,"",*,"","","",= 30.0
-1996245624,ZAWAIDEH,ZIAD,OMAHA,NE,Family Practice,S,KOMBIGLYZE XR,SAXAGLIPTIN HCL/METFORMIN HCL,"",12,12.0,360,4347.72,"",*,12,"",12.0,360,4347.72,= 37.0
-1824439408,MEHTA,PRANAV,YUCAIPA,CA,Family Practice,S,RANITIDINE HCL,RANITIDINE HCL,30,118,205.1,6107,1734.67,"",#,68,"",140.3,4163,1064.05,= 42.0
2016058117,SYKES,GERARD,BRONX,NY,Internal Medicine,S,FELODIPINE ER,FELODIPINE,20,96,202.0,6060,4057.02,20,"",96,"",202.0,6060,4057.02,= 39.0
-1783782745,MAESTRO,CALVIN,HARRISVILLE,MI,Family Practice,S,OMEPRAZOLE,OMEPRAZOLE,72,231,482.0,14460,3165.76,35,"",98,"",262.0,7860,1948.79,= 34.0
-1551748619,SILVERMAN,STEVEN,COSTA MESA,CA,Internal Medicine,S,LORAZEPAM,LORAZEPAM,"",17,17.0,100,82.03,0,"",0,"",0.0,0,0.0,= 34.0
-1783037904,JOYCE,KAREN,COOKEVILLE,TN,Nurse Practitioner,S,RIVASTIGMINE,RIVASTIGMINE TARTRATE,"",16,20.0,600,2413.83,"",*,16,"",20.0,600,2413.83,= 49.0
-2026379146,MOSBURG,BURLEENE,COWETA,OK,Physician Assistant,S,PROMETHAZINE HCL,PROMETHAZINE HCL,"",15,15.0,115,126.88,"",#,"",#,"","","",= 39.0
-1824386409,REDDY,MURALIDHAR,BELVIDERE,NJ,Internal Medicine,S,METOLAZONE,METOLAZONE,"",11,20.0,598,750.26,"",*,11,"",20.0,598,750.26,= 54.0
-1440525319,HUNKE,TAMMY,OMAHA,NE,Physician Assistant,S,WARFARIN SODIUM,WARFARIN SODIUM,"",14,19.8,593,110.96,"",*,14,"",19.8,593,110.96,= 46.0
-1652807965,PIERRE-LOUIS,MICHAEL,MISSION,TX,Family Practice,S,HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,"",14,14.0,294,1402.29,"",*,14,"",14.0,294,1402.29,= 31.0
-1521427007,LEEKHA,DEEPAK,CICERO,IL,Internal Medicine,S,CARBIDOPA-LEVODOPA,CARBIDOPA/LEVODOPA,"",12,12.0,360,129.19,"",*,12,"",12.0,360,129.19,= 36.0
-1743419811,SANDUSKY,JOSEPH,KING,NC,Nurse Practitioner,S,CEPHALEXIN,CEPHALEXIN,16,18,18.0,156,89.48,"",*,"",*,"","","",= 34.0
-1703336023,DALY,ANNEMARIE,ANN ARBOR,MI,Internal Medicine,S,PROAIR HFA,ALBUTEROL SULFATE,20,82,101.2,2562,5613.33,"",*,40,"",43.0,947,2321.53,= 44.0
-1440377461,DEWAN,MOHIT,EDINA,MN,Ophthalmology,S,TIMOLOL MALEATE,TIMOLOL MALEATE,"",18,34.0,1005,147.82,"",*,18,"",34.0,1005,147.82,= 43.0
2086681483,HERRON,LAUREL,JACKSONVILLE,FL,Physician Assistant,S,SIMVASTATIN,SIMVASTATIN,11,28,62.0,1860,128.53,"",#,"",#,"","","",= 55.0
-1389137587,JOHNSON,KEITH,LEWISBURG,PA,Physician Assistant,S,WARFARIN SODIUM,WARFARIN SODIUM,13,63,106.9,3208,779.02,13,"",63,"",106.9,3208,779.02,= 38.0
-1703294980,DUGGIRALA,AMAR,POOLESVILLE,MD,Family Practice,S,TRAMADOL HCL,TRAMADOL HCL,"",16,20.0,386,201.07,"",*,16,"",20.0,386,201.07,= 32.0
-1662883846,ARANO,KRISTINE,OLATHE,KS,Internal Medicine,S,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,"",34,54.0,1604,7279.3,"",#,"",#,"","","",= 41.0
-1975050425,VOGES,CHAD,SAINT PETERS,MO,Family Practice,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,27,95,157.0,4711,1489.7,"",#,56,"",108.0,3240,1075.29,= 33.0
2006971089,STURM,ELIZABETH,COMMACK,NY,Internal Medicine,S,SANTYL,COLLAGENASE CLOSTRIDIUM HIST.,"",14,14.0,85,3093.26,"",*,14,"",14.0,85,3093.26,= 34.0
-1783783290,LABOVITZ,RACHEL,BIRMINGHAM,AL,Internal Medicine,S,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,33,105,155.0,4628,1550.77,20,"",74,"",114.0,3398,1069.64,= 38.0
-1753486244,ILLURI,VIDHYA,SAN ANTONIO,TX,Endocrinology,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,37,150,215.0,6439,2422.47,21,"",95,"",128.0,3829,1402.96,= 49.0
2006827117,PARSONS,KELLY,CINCINNATI,OH,Nurse Practitioner,S,METHYLPREDNISOLONE,METHYLPREDNISOLONE,20,21,21.0,126,349.36,"",#,"",#,"","","",= 44.0
-1430491033,RANON,ERIC,WINTER HAVEN,FL,Internal Medicine,S,DULOXETINE HCL,DULOXETINE HCL,22,142,174.0,5220,26055.42,"",*,38,"",50.0,1500,9842.54,= 47.0
-2107164104,HOLDER,CAROL,UNION SPRINGS,AL,Nurse Practitioner,S,VENLAFAXINE HCL ER,VENLAFAXINE HCL,44,200,313.6,8808,2072.45,30,"",142,"",223.0,6184,1480.89,= 35.0
2006875093,KIPP,RICHARD,SIOUX CITY,IA,Family Practice,S,SODIUM CHLORIDE,SODIUM CHLORIDE IRRIG SOLUTION,"",12,12.0,62,131.05,"",*,12,"",12.0,62,131.05,= 34.0
-1743764405,FREDERIXON,PETER,APPLE VALLEY,MN,Family Practice,S,CRESTOR,ROSUVASTATIN CALCIUM,13,42,82.0,2460,20148.13,"",*,30,"",60.0,1800,14471.56,= 45.0
-1309288426,RIVERA MACMURRAY,SUZETTE,SAN JUAN,PR,Gastroenterology,S,FAMOTIDINE,FAMOTIDINE,24,35,38.0,1120,339.0,24,"",35,"",38.0,1120,339.0,= 52.0
-1480040098,BARDEN,NATHAN,OSCODA,MI,Physician Assistant,S,SIMVASTATIN,SIMVASTATIN,37,113,331.0,9930,1458.39,26,"",80,"",234.0,7020,1156.03,= 51.0
-1480807973,MNATSAKANYAN,LILIT,ORANGE,CA,Neurology,S,VIMPAT,LACOSAMIDE,15,109,110.8,3275,89806.07,0,"",0,"",0.0,0,0.0,= 44.0
-1773945834,BATRA,KRISHAN,TARPON SPRINGS,FL,Psychiatry,S,TRIHEXYPHENIDYL HCL,TRIHEXYPHENIDYL HCL,"",26,36.0,1080,180.95,"",*,"",*,"","","",= 35.0
2036108934,WOLDEHIWOT,GIZAW,BALTIMORE,MD,Geriatric Medicine,S,SODIUM CHLORIDE,0.9 % SODIUM CHLORIDE,"",15,15.0,34,500.77,"",#,"",#,"","","",= 33.0
-1743507474,MCGEE,KATHRYN,TAYLOR,TX,Nurse Practitioner,S,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,12,28,28.0,840,123.74,"",*,12,"",12.0,360,54.92,= 42.0
-1743742442,OWENS,LANCE,WYOMING,MI,Family Practice,S,TOUJEO SOLOSTAR,"INSULIN GLARGINE,HUM.REC.ANLOG","",33,51.7,1509,16638.46,"",#,"",#,"","","",= 36.0
2086753207,BAGHERI,NOOSHIN,ALBUQUERQUE,NM,Internal Medicine,S,CEPHALEXIN,CEPHALEXIN,13,13,13.0,71,82.3,"",#,"",#,"","","",= 49.0
-1541607982,MURO,KAREN,DECATUR,GA,Nephrology,S,CARVEDILOL,CARVEDILOL,"",25,55.0,1650,210.36,"",#,"",#,"","","",= 38.0
2016992571,MCCONNELL,DAVID,NEWPORT,TN,Family Practice,S,CLONAZEPAM,CLONAZEPAM,"",47,47.0,1410,373.05,"",#,"",#,"","","",= 34.0
-1703359067,PONNATHPUR,VIDYA,EAST STROUDSBURG,PA,Cardiovascular Disease (Cardiology),S,FENOFIBRATE,"FENOFIBRATE,MICRONIZED","",23,31.0,930,2547.35,"",*,23,"",31.0,930,2547.35,= 33.0
-1460816540,RAMOS,FABIAN,BRADENTON,FL,Interventional Pain Management,S,MOVANTIK,NALOXEGOL OXALATE,"",12,12.0,337,3192.53,"",*,"",*,"","","",= 41.0
-1521442063,ODOM,STEPHEN,MURFREESBORO,TN,Internal Medicine,S,PREDNISONE,PREDNISONE,20,46,63.0,1325,438.8,"",#,"",#,"","","",= 44.0
-1652828516,CARO,SIXTO,BROOKLYN,NY,Internal Medicine,S,BROMOCRIPTINE MESYLATE,BROMOCRIPTINE MESYLATE,"",22,38.0,1140,3346.03,"",#,"",#,"","","",= 47.0
-1592253000,HSIAO,CHIU-BIN,PITTSBURGH,PA,Infectious Disease,S,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,"",14,14.0,420,807.16,0,"",0,"",0.0,0,0.0,= 41.0
2006802954,CONOVER,RANDY,CENTERTON,AR,Emergency Medicine,S,OXYCODONE HCL,OXYCODONE HCL,"",13,13.6,385,410.08,"",*,13,"",13.6,385,410.08,= 41.0
-1824481224,SZOKE,ERVIN,MELBOURNE,FL,Endocrinology,S,NOVOLIN R,"INSULIN REGULAR, HUMAN","",35,48.1,1364,23003.58,"",*,15,"",23.9,655,6051.62,= 38.0
-2046503658,GILBERT,ELEANOR,LEXINGTON,MA,Internal Medicine,S,CEPHALEXIN,CEPHALEXIN,13,23,37.0,805,249.16,13,"",23,"",37.0,805,249.16,= 53.0
-1379952291,STROH,JENNIFER,GRAND JUNCTION,CO,Family Practice,S,PROGESTERONE,"PROGESTERONE, MICRONIZED","",11,27.0,810,725.7,"",*,11,"",27.0,810,725.7,= 40.0
-1319462195,BACKES,SUSAN,HOUSTON,TX,Psychiatry & Neurology,T,VYVANSE,LISDEXAMFETAMINE DIMESYLATE,"",23,23.0,690,5709.05,"",*,23,"",23.0,690,5709.05,= 36.0
-1693175643,SCHERTZ,JILL,WASHINGTON,IL,Physician Assistant,S,LOSARTAN-HYDROCHLOROTHIAZIDE,LOSARTAN/HYDROCHLOROTHIAZIDE,"",22,62.0,1860,286.51,"",*,22,"",62.0,1860,286.51,= 31.0
2006839170,TEDESCO,JOHN,LAND O LAKES,FL,Family Practice,S,OMEPRAZOLE,OMEPRAZOLE,124,506,1103.0,33090,5905.92,112,"",464,"",1016.0,30480,5449.81,= 48.0
-1915370171,AICHER,JOHN,JASPER,GA,Family Practice,S,TOPIRAMATE,TOPIRAMATE,"",26,48.0,1415,250.95,"",*,"",*,"","","",= 39.0
-1671983398,KRATZ,VERNON,SELLERSVILLE,PA,Psychiatry,S,HALOPERIDOL,HALOPERIDOL,"",71,75.4,2233,1600.83,"",*,20,"",24.0,692,542.22,= 37.0
-1794179950,KIRKUP,CHRISTOPHER,INDIANAPOLIS,IN,Maxillofacial Surgery,S,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,33,39,39.0,638,230.08,"",#,"",#,"","","",= 45.0
-2117321158,DEMAS,ANITA,SAN FRANCISCO,CA,Internal Medicine,S,LOVASTATIN,LOVASTATIN,"",13,39.0,1170,304.65,"",*,13,"",39.0,1170,304.65,= 43.0
-1541548623,FOLEY,JOSEPH,BRISTOL,TN,Cardiovascular Disease (Cardiology),S,SIMVASTATIN,SIMVASTATIN,"",20,46.0,1380,138.9,"",#,"",#,"","","",= 40.0
-1561771856,DEMALLIE,ALICE,SHORTSVILLE,NY,Nurse Practitioner,S,GLIMEPIRIDE,GLIMEPIRIDE,"",11,23.0,690,213.87,"",*,11,"",23.0,690,213.87,= 30.0
-2117429462,WALLACE,JOHN,LAUREL,MS,Pulmonary Disease,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,22,45,51.7,1512,416.45,"",#,34,"",38.7,1124,327.52,= 35.0
-1895117206,LOMNITZ,DAVID,NORWALK,CT,Cardiovascular Disease (Cardiology),S,SPIRONOLACTONE,SPIRONOLACTONE,14,71,107.0,3210,455.7,"",#,"",#,"","","",= 50.0
-1470762270,SAVALIA,HARSUKH,CERRITOS,CA,Psychiatry,S,FLUOXETINE HCL,FLUOXETINE HCL,"",38,42.0,1260,288.65,"",*,20,"",20.0,600,95.49,= 47.0
-1652801637,PARKER,RAYMOND,SOUTH MIAMI,FL,Pulmonary Disease,S,VENTOLIN HFA,ALBUTEROL SULFATE,22,36,40.5,958,2585.64,"",#,"",#,"","","",= 54.0
-2117403466,MATHIAS,REED,GREENVILLE,SC,Internal Medicine,S,BETAXOLOL HCL,BETAXOLOL HCL,"",11,11.0,330,289.85,"",*,11,"",11.0,330,289.85,= 48.0
-1299914347,JOHNSON,ROBIN,UNION,WV,Nurse Practitioner,S,KETOCONAZOLE,KETOCONAZOLE,"",15,15.5,335,1015.61,"",#,"",#,"","","",= 36.0
-2137588099,MALAMED,MICHAEL,TARZANA,CA,Internal Medicine,S,FUROSEMIDE,FUROSEMIDE,13,54,78.1,2287,320.03,13,"",54,"",78.1,2287,320.03,= 48.0
-1359502101,MCNAIR,EMILIE,WINSTON SALEM,NC,Nurse Practitioner,S,GABAPENTIN,GABAPENTIN,"",12,12.0,360,272.02,"",*,"",*,"","","",= 48.0
